,league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1
8987,E0,2016,1,1,3.1,3.54,2.62,-3,-6,1,0,0,0,0,2,0,0,1,-3,0,0,0
8988,F1,2016,3,2,1.52,5.15,9.5,6,1,0,1,0,0,0,1,-4,-1,0,9,-4,0,0
8989,F1,2016,2,3,2.15,3.66,3.9,5,0,-2,1,0,0,0,2,6,1,0,2,6,0,0
8990,D1,2016,2,1,1.68,4.45,6.5,9,2,-5,-5,0,0,1,6,2,0,0,3,2,0,0
8991,I1,2016,0,0,4.6,3.65,2,-12,-4,5,0,0,0,1,-6,1,2,0,-8,1,0,0
8992,F1,2016,1,0,3.25,3.44,2.56,12,1,-3,0,0,0,0,3,-2,0,0,7,-2,0,0
8993,F1,2016,0,1,3.6,3.56,2.32,-1,-1,-2,-1,0,0,0,2,1,1,0,-1,1,0,0
8994,F1,2016,0,0,2.05,3.65,4.4,0,-4,0,0,0,1,0,-1,-1,3,-1,-3,-1,1,0
8995,F1,2016,2,4,4.9,4.16,1.87,4,5,3,3,0,0,0,-2,-2,0,1,5,-2,0,-1
8996,E0,2016,1,0,2.17,3.72,4.25,1,-4,-2,2,0,0,0,2,-1,0,1,5,-1,0,0
8997,D1,2016,1,1,1.57,4.8,7.6,0,1,-4,1,0,0,0,3,-1,0,0,2,-1,0,0
8998,SP1,2016,1,0,1.37,6,12.5,-1,-2,3,0,0,0,0,-3,6,-1,0,2,6,0,0
8999,D1,2016,0,0,1.79,4.15,5.4,5,2,-10,-3,0,0,0,9,2,0,0,3,2,0,0
9000,SP1,2016,0,1,5.2,4.33,1.76,-7,0,-1,0,0,0,0,1,-1,0,0,-5,-1,0,0
9001,F1,2016,2,1,1.4,6.6,15,1,5,-8,-1,0,0,0,8,4,-1,0,1,4,0,0
9002,E0,2016,1,0,1.32,7.2,14.5,0,2,1,1,0,0,0,0,1,0,0,3,1,0,0
9003,F1,2016,0,0,2.02,3.56,4.7,7,1,-4,-2,0,0,0,4,4,0,0,4,4,0,0
9004,SP1,2016,3,2,1.68,4.4,6.4,4,1,2,1,0,0,0,-2,2,-1,0,2,2,0,0
9005,E0,2016,2,1,2.47,3.85,3.3,-3,-2,-5,1,0,0,0,5,0,1,0,-1,0,0,0
9006,I1,2016,1,5,2.04,3.56,4.4,-1,3,3,0,0,0,0,-3,-4,1,0,0,-4,0,0
9007,D1,2016,2,1,2.02,3.8,4.4,-6,-5,-3,-1,0,0,0,3,0,1,1,-6,0,0,0
9008,SP1,2016,0,2,29,12,1.17,-9,-2,-1,2,0,0,0,1,-1,-1,0,-8,-1,1,0
9009,E0,2016,0,3,4.1,3.7,2.1,7,2,7,0,0,0,0,-7,2,0,0,2,2,0,0
9010,D1,2016,5,1,1.43,6,9,14,1,-4,2,0,0,0,4,4,-1,0,13,4,0,0
9011,I1,2016,1,0,1.61,4.8,7.4,-10,-7,-11,-1,0,0,0,10,2,0,0,-10,2,0,0
9012,SP1,2016,1,0,2.07,3.85,4.2,3,2,9,0,0,0,0,-8,2,-2,0,3,2,0,0
9013,SP1,2016,0,2,2.16,3.8,4.4,-1,3,4,-1,0,0,0,-4,-3,0,0,0,-3,0,0
9014,E0,2016,1,1,2.05,3.68,4.35,6,1,5,1,0,0,0,-6,1,1,0,-1,1,-1,0
9015,I1,2016,2,0,2.45,3.58,3.6,-6,-4,5,3,0,0,0,-6,2,0,1,-6,2,-1,0
9016,F1,2016,0,1,3.3,3.3,2.52,0,-1,1,-2,0,0,0,-1,-3,0,0,-1,-3,0,0
9017,E0,2016,4,2,2.7,3.7,3.2,8,7,3,0,0,0,1,-2,2,-1,0,8,2,0,0
9018,E0,2016,3,1,3.7,3.72,2.3,7,-3,0,-2,0,0,-1,0,1,-1,0,3,1,-1,0
9019,I1,2016,3,3,1.31,6.8,13,15,9,3,-5,0,0,0,-5,-1,-2,-2,13,-1,0,0
9020,I1,2016,2,0,1.39,5.7,15.1,8,3,6,4,0,0,0,-6,1,1,0,10,1,0,0
9021,SP1,2016,0,2,2.25,3.75,3.88,4,4,-12,-3,0,0,0,11,-2,0,0,-2,-2,1,0
9022,I1,2016,2,0,2,3.9,4.3,3,-2,-1,-4,0,0,-1,1,1,0,0,-1,1,0,1
9023,SP1,2016,2,1,1.97,3.8,4.45,5,4,-6,-4,0,-1,0,5,-6,0,1,2,-6,-1,0
9024,I1,2016,0,0,2.52,3.35,3.34,-11,-3,-7,-2,0,0,0,6,2,-1,0,-8,2,0,0
9025,D1,2016,6,2,2.1,4.15,4.1,5,-2,-1,0,0,0,0,3,5,-1,0,1,5,0,1
9026,I1,2016,2,1,1.21,9.9,21,14,2,4,-2,0,0,0,-5,3,-1,0,12,3,0,0
9027,E0,2016,2,2,2.8,3.6,2.88,-3,-1,-9,-6,0,0,-1,12,3,1,0,-1,3,0,0
9028,SP1,2016,3,1,2.05,3.78,4.85,11,5,8,-2,0,0,0,-8,-2,0,0,8,-2,0,0
9029,I1,2016,2,3,5.9,4.25,1.76,-6,-3,-1,0,0,0,0,1,-6,1,0,-2,-6,0,0
9030,I1,2016,0,1,4.2,3.65,2.13,-7,-4,-6,0,0,0,0,6,1,0,-1,-4,1,1,0
9031,F1,2016,6,1,1.8,4,5.65,12,4,-5,-4,0,0,0,6,9,0,0,10,9,-1,0
9032,D1,2016,1,3,2.2,4.05,3.44,-10,-2,-6,1,0,0,-1,6,-4,-1,0,-9,-4,0,0
9033,E0,2016,0,1,4.4,3.68,2.12,-7,-4,3,1,0,0,0,-3,-1,-2,0,-5,-1,0,0
9034,E0,2016,1,4,1.45,6.05,9.9,13,10,3,3,0,0,0,-3,1,0,0,8,1,0,1
9035,D1,2016,1,1,1.8,4.45,5.2,15,7,-7,-4,0,0,0,7,-3,0,0,10,-3,0,0
9036,E0,2016,0,0,5.6,4.3,1.77,-7,-5,-6,0,0,0,-2,4,0,0,0,-6,0,0,0
9037,F1,2016,1,0,1.29,8.5,16,10,7,-7,-1,0,0,0,9,2,-2,0,7,2,0,0
9038,I1,2016,2,1,1.43,5.5,9.6,-1,-4,7,2,0,0,0,-6,1,1,0,-1,1,0,0
9039,F1,2016,0,4,7.1,5.05,1.64,-2,0,-2,0,0,0,0,2,-1,0,0,-1,-1,0,0
9040,D1,2016,1,0,7.2,5.3,1.57,-7,-2,6,2,0,0,0,-6,-1,1,0,-6,-1,0,0
9041,F1,2016,0,0,1.52,4.5,8.4,25,8,-6,-3,0,0,-2,5,1,-1,0,22,1,0,0
9042,D1,2016,1,2,1.93,3.8,4.75,9,9,-2,0,0,0,0,3,-1,-1,0,10,-1,-1,0
9043,E0,2016,3,1,1.96,4.21,4.55,24,8,-6,-3,0,0,0,6,1,0,0,17,1,0,0
9044,D1,2016,1,0,3.05,3.8,2.52,-1,-2,-1,1,0,0,0,1,4,1,0,1,4,0,0
9045,F1,2016,3,0,1.82,4.2,5.5,1,3,7,-1,0,0,0,-6,0,0,0,0,0,0,0
9046,D1,2016,0,1,2.82,3.6,2.9,-5,1,7,0,0,0,0,-7,-2,1,0,-3,-2,0,0
9047,D1,2016,1,2,16.84,6.8,1.32,5,1,2,-1,0,0,0,-2,-2,0,2,5,-2,0,0
9048,D1,2016,2,1,1.89,4.4,4.55,-3,3,7,0,0,0,0,-7,-3,0,0,-4,-3,0,0
9049,F1,2016,1,0,2.1,3.96,4.3,7,3,6,1,0,0,0,-7,8,1,0,8,8,0,0
9050,E0,2016,3,2,3.34,3.75,2.56,6,0,2,1,0,0,0,-2,5,0,0,3,5,-1,0
9051,F1,2016,2,0,2.35,3.55,3.54,7,5,4,0,0,0,0,-4,-1,0,0,5,-1,0,0
9052,F1,2016,2,0,2.16,3.46,4.21,10,2,-5,-3,0,-1,0,5,1,1,0,8,1,-2,0
9053,E0,2016,1,1,2,3.85,4.38,0,2,-5,1,0,0,1,5,-2,1,1,-3,-2,0,0
9054,F1,2016,1,2,2.05,3.65,4.55,7,5,-2,0,0,0,0,3,-2,0,1,8,-2,0,0
9055,F1,2016,1,0,2.42,3.26,3.65,-1,1,-1,0,0,0,0,3,1,1,-1,-1,1,0,0
9056,E0,2016,2,1,2.12,3.6,4.15,4,1,-10,-1,0,0,0,10,-2,0,0,3,-2,0,0
9057,D1,2016,0,0,3.1,4,2.52,-4,1,0,1,0,0,0,0,6,0,0,-1,6,0,0
9058,I1,2016,2,1,6.2,4.4,1.7,-4,-3,8,-1,0,0,0,-7,-2,0,0,-5,-2,-1,0
9059,SP1,2016,0,0,4.27,3.9,2.03,-5,0,-8,0,0,0,0,9,5,0,0,-6,5,0,0
9060,SP1,2016,3,2,1.25,9,14.5,-2,-3,0,-3,0,-1,0,1,2,0,0,1,2,-1,0
9061,E0,2016,2,0,1.59,4.6,6.7,4,0,-4,-1,0,0,0,4,1,-1,0,8,1,0,0
9062,SP1,2016,2,1,2.85,3.7,2.7,-6,-6,-2,1,0,1,0,3,1,-2,0,-3,1,1,0
9063,SP1,2016,2,1,18.5,6.5,1.3,-6,-1,-1,0,0,0,0,1,-2,-2,0,-3,-2,0,0
9064,SP1,2016,1,1,2.24,3.6,3.68,15,6,4,-2,0,0,-1,-3,-1,1,0,4,-1,0,0
9065,I1,2016,3,0,1.28,8,17,12,5,7,-2,0,0,0,-8,0,-1,0,12,0,0,0
9066,I1,2016,0,0,1.8,4.25,5.75,17,6,-4,-1,0,0,0,4,-1,1,0,12,-1,0,0
9067,SP1,2016,1,4,3.13,4.36,2.35,1,1,5,3,0,0,0,-5,0,0,-1,0,0,0,0
9068,SP1,2016,1,1,2.21,3.7,4,10,4,0,0,0,0,0,-1,2,2,0,5,2,-1,0
9069,I1,2016,1,2,8.2,5.2,1.53,-8,-2,15,4,0,0,0,-16,0,1,0,-9,0,1,0
9070,I1,2016,0,3,3.09,3.29,2.76,-6,0,3,1,0,0,0,-2,1,0,0,-4,1,0,0
9071,I1,2016,0,1,5.5,4.36,1.73,-3,-4,-2,0,0,0,0,3,1,-1,0,1,1,0,0
9072,E0,2016,2,2,2.4,3.68,3.44,9,5,6,1,0,0,0,-6,0,-1,0,6,0,0,0
9073,I1,2016,1,3,3.12,3.48,2.7,10,4,8,1,0,-1,0,-9,-1,-1,0,3,-1,-2,0
9074,SP1,2016,5,0,1.08,26,42.75,9,8,-10,-5,0,0,0,11,0,-1,0,6,0,0,0
9075,SP1,2016,0,2,2.58,3.35,3.32,1,3,9,2,0,0,0,-10,0,0,0,-1,0,0,0
9076,I1,2016,1,1,3.85,3.4,2.53,4,3,-6,-1,0,0,1,6,-1,0,-1,-1,-1,0,0
9077,E0,2016,1,2,2.26,3.6,3.72,10,8,-9,-3,0,0,-1,9,-2,1,0,4,-2,0,0
9078,SP1,2016,1,0,1.68,4.35,6,-1,1,0,-2,0,0,0,0,2,2,0,-1,2,0,0
9079,E0,2016,3,2,3.22,3.72,2.55,17,4,-12,-2,0,0,0,12,-1,0,0,13,-1,0,0
9080,E0,2016,1,1,1.84,4.6,5,15,4,1,2,0,0,0,-1,-1,-2,0,7,-1,0,0
9081,E0,2016,4,2,1.92,4.1,4.5,7,3,-3,-1,0,0,0,2,2,-1,0,2,2,0,1
9082,F1,2016,1,1,6.5,4.9,1.73,-1,2,3,-1,0,0,0,-3,-1,1,0,-3,-1,0,0
9083,E0,2016,3,0,1.9,4.25,4.5,-3,0,9,1,0,0,1,-9,1,-1,0,-3,1,0,0
9084,SP1,2016,0,1,2.12,3.85,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9085,F1,2016,2,3,4.96,4.01,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9086,D1,2016,3,1,1.17,14.33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,D1,2016,0,0,2.14,3.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9088,I1,2016,5,0,1.31,8.2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9089,F1,2016,2,0,1.55,4.91,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9090,F1,2016,4,1,4.1,4.33,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9091,SP1,2016,3,1,1.43,6,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9092,D1,2016,1,4,3.6,4.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9093,D1,2016,3,1,2.34,4.6,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9094,F1,2016,4,0,1.3,9.2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,F1,2016,1,0,3.17,3.65,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9096,SP1,2016,2,0,1.9,4.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9097,F1,2016,2,3,6.5,4.2,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9098,D1,2016,1,3,2.07,3.9,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9099,D1,2016,3,2,1.73,4.7,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,F1,2016,0,1,2.75,3.25,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,F1,2016,1,0,2.9,3.6,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,SP1,2016,0,2,15.64,10,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,I1,2016,1,3,3.19,3.89,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,D1,2016,2,2,1.39,8,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,F1,2016,1,2,1.95,3.9,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,D1,2016,0,2,4.05,4.1,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,I1,2016,4,0,1.15,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,SP1,2016,0,3,35.5,18,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9109,D1,2016,1,0,2,4.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9110,F1,2016,1,1,5.25,4.76,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,I1,2016,3,1,1.86,4.4,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9112,E0,2016,3,0,1.77,4.38,5.1,5,-6,-3,0,0,0,0,4,0,1,1,0,0,0,0
9113,E0,2016,1,1,2.8,3.85,2.9,5,2,-2,2,0,0,0,2,1,0,0,1,1,0,0
9114,I1,2016,2,4,2.17,4.25,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,E0,2016,4,0,1.18,13,30,12,1,7,-1,0,0,1,-7,0,-1,0,9,0,0,1
9116,I1,2016,2,1,2.78,3.67,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,E0,2016,2,1,3.28,4.15,2.3,-13,-6,-2,2,0,0,0,3,4,-1,0,-12,4,0,0
9118,I1,2016,3,2,1.3,7,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119,SP1,2016,2,0,1.61,5.1,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9120,E0,2016,4,1,1.34,6.9,13.5,2,-3,-6,-1,0,0,0,5,1,-1,0,5,1,0,0
9121,E0,2016,1,1,2.37,4.06,3.76,-1,1,-5,0,0,0,0,5,8,-1,0,1,8,0,0
9122,SP1,2016,2,1,4.7,3.98,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,E0,2016,2,2,2.01,4.52,5.55,15,3,3,1,0,0,0,-4,-3,-2,-1,10,-3,0,0
9124,E0,2016,1,1,7.4,5.25,1.58,-14,0,-14,-2,0,0,0,14,0,0,0,-12,0,0,0
9125,I1,2016,1,2,2.4,3.85,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,SP1,2016,4,2,2.1,3.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,E0,2016,5,1,5.4,4.28,1.82,2,-5,1,-1,0,1,0,-3,0,0,1,0,0,1,0
9128,I1,2016,1,2,1.9,4.66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9129,I1,2016,0,0,2.43,3.55,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130,SP1,2016,4,1,1.82,4.25,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,SP1,2016,3,1,1.42,6.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9132,E0,2016,3,1,1.69,4.76,7.5,4,6,2,1,0,0,0,-2,2,-1,0,7,2,0,-1
9133,D1,2016,1,1,2.08,3.56,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9134,D1,2016,0,1,3.08,3.42,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9135,F1,2017,0,1,12.13,5.5,1.38,1,-4,2,0,0,0,-1,-2,-3,-2,0,-1,-3,0,0
9136,F1,2017,2,2,1.77,3.85,6.2,9,6,0,-1,0,0,0,-1,0,-1,0,8,0,0,0
9137,F1,2017,3,2,2.46,3.32,3.5,8,7,4,-1,0,-1,0,-4,2,-1,0,5,2,-1,0
9138,E0,2017,1,1,1.84,3.85,5.1,19,4,-3,-1,0,-1,0,3,1,-1,0,12,1,-1,0
9139,F1,2017,1,0,1.95,3.36,5.5,2,4,-3,-1,0,0,0,2,1,-1,0,0,1,0,0
9140,F1,2017,3,2,4,3.2,2.37,-10,-1,7,0,0,0,0,-7,3,-1,0,-11,3,0,0
9141,E0,2017,2,1,1.28,7,15,10,3,-1,-1,0,0,0,1,-1,-1,0,6,-1,0,1
9142,E0,2017,1,1,2.35,3.4,3.82,0,3,4,-2,0,0,0,-4,-1,0,0,0,-1,0,0
9143,E0,2017,2,1,4.9,3.62,1.95,-4,2,-11,0,0,0,-3,10,1,0,0,-6,1,0,0
9144,E0,2017,1,1,3.75,3.54,2.3,-1,-2,-4,0,0,0,1,4,5,0,0,1,5,0,0
9145,F1,2017,3,2,2.5,3.1,3.7,-4,-3,-10,-1,0,0,0,11,1,0,0,-4,1,0,0
9146,E0,2017,0,1,2.25,3.25,4.1,1,-3,-2,0,0,0,1,2,-2,-1,0,-2,-2,0,0
9147,E0,2017,0,1,2.9,3.25,2.94,-7,3,-4,1,0,0,-1,4,1,0,0,-8,1,0,0
9148,F1,2017,0,1,2.62,3.1,3.44,-4,-1,-5,-2,0,0,1,5,0,0,0,-4,0,0,0
9149,F1,2017,0,3,3.4,3.38,2.64,2,0,5,2,0,0,0,-5,3,-1,0,-3,3,0,0
9150,F1,2017,1,0,2.52,3.2,3.48,-12,-4,2,-1,0,0,0,-2,-1,1,0,-8,-1,0,0
9151,E0,2017,3,4,2.87,3.62,2.85,-7,1,-2,0,0,0,0,2,1,-1,0,-7,1,0,0
9152,F1,2017,0,0,2.16,3.32,4.2,4,3,2,2,0,0,0,-2,2,-1,0,3,2,0,0
9153,E0,2017,1,3,5.8,3.75,1.82,-2,2,-3,-1,0,0,0,3,-1,0,0,-1,-1,0,0
9154,E0,2017,2,1,1.57,4.6,8,9,6,3,3,0,0,0,-2,0,-2,0,7,0,0,0
9155,F1,2017,2,0,1.43,5.6,9.5,14,9,5,-1,0,0,0,-5,0,0,-1,9,0,0,0
9156,SP1,2017,1,1,1.67,3.95,7,5,2,-7,-1,0,0,0,9,0,-3,0,4,0,0,0
9157,SP1,2017,2,1,2.08,3.44,4.6,-2,-6,-2,0,0,0,0,3,3,0,0,-5,3,0,0
9158,E0,2017,2,0,1.59,4.45,8,-1,4,3,0,0,0,0,-3,0,1,0,-3,0,0,0
9159,F1,2017,2,0,2.15,3.4,4.5,1,-4,2,2,0,0,0,-2,-3,0,1,1,-3,0,0
9160,F1,2017,0,1,2.58,3.08,3.5,0,7,-3,-2,0,0,0,3,3,-1,0,1,3,0,0
9161,E0,2017,0,2,1.9,3.6,5.3,11,5,-3,0,0,0,2,3,-5,0,0,8,-5,0,0
9162,E0,2017,1,0,1.5,4.8,8.6,10,8,9,0,0,0,0,-10,2,0,0,8,2,0,0
9163,I1,2017,2,1,1.55,4.4,9.2,15,2,-5,-2,0,0,0,5,-2,0,0,8,-2,0,0
9164,E0,2017,1,2,3.18,3.25,2.67,-2,3,6,2,0,0,0,-6,-1,0,0,-4,-1,0,0
9165,I1,2017,4,0,1.51,4.8,8.7,14,5,-5,-2,0,0,0,5,1,1,0,8,1,0,0
9166,F1,2017,0,1,2.78,3,3.36,7,7,2,-1,0,0,1,-2,1,-1,0,1,1,0,0
9167,F1,2017,0,3,2.29,3.25,4.25,-6,-3,3,-2,0,2,0,-3,0,1,0,-4,0,2,0
9168,E0,2017,2,0,7.6,4.6,1.57,-23,-11,8,-1,0,0,0,-8,3,1,0,-19,3,0,0
9169,SP1,2017,6,4,1.75,4.05,5.6,6,6,-7,0,0,0,0,7,2,0,0,8,2,0,0
9170,E0,2017,1,4,6.7,4.51,1.6,-4,0,-1,-1,0,0,-1,1,2,0,0,-7,2,0,0
9171,F1,2017,1,0,1.78,3.5,6.5,3,1,-4,-1,0,0,0,4,0,2,0,5,0,0,0
9172,SP1,2017,1,1,2.82,3.26,3.1,-5,5,5,-1,0,0,0,-7,-2,-1,0,0,-2,0,0
9173,E0,2017,1,2,6.4,4,1.7,-7,-5,10,1,0,0,0,-10,-1,0,0,-6,-1,0,0
9174,E0,2017,0,0,2.9,3.6,2.7,-5,-5,5,-1,0,0,0,-5,-1,-1,0,-5,-1,0,0
9175,F1,2017,4,1,2.72,3.2,3.1,3,-3,4,-3,-1,0,0,-4,-2,2,0,3,-2,-1,0
9176,SP1,2017,6,2,1.12,13,34,24,8,4,-2,0,0,-1,-4,4,1,0,20,4,0,0
9177,SP1,2017,1,1,1.31,6.8,21,25,18,-7,-4,0,0,0,7,6,0,0,18,6,0,0
9178,F1,2017,2,1,3.04,3.22,2.9,6,-2,-8,-1,0,0,0,8,0,2,0,5,0,0,0
9179,I1,2017,0,1,2.25,3.48,3.85,-8,-3,-12,-2,0,1,0,14,6,-1,0,-4,6,1,0
9180,SP1,2017,0,3,5.6,4.35,1.84,-10,-3,12,-1,0,0,0,-13,0,-1,0,-6,0,0,0
9181,I1,2017,2,0,4.2,3.4,2.16,-1,-4,2,-2,0,0,0,-1,1,1,0,0,1,0,0
9182,E0,2017,1,2,2.86,3.18,3.08,10,7,-3,0,0,0,0,3,2,0,0,7,2,0,0
9183,I1,2017,1,0,1.79,3.58,6.2,14,2,-10,0,0,0,1,9,3,-1,0,9,3,0,0
9184,I1,2017,2,2,9.4,4.9,1.48,-13,-6,-2,1,0,0,0,2,0,0,0,-9,0,0,0
9185,E0,2017,1,0,2.52,3.4,3.42,8,-5,2,1,-1,0,0,-2,0,-2,0,4,0,-1,0
9186,F1,2017,3,1,2.57,3.12,3.7,2,-1,-4,0,0,0,0,4,2,1,0,2,2,0,0
9187,F1,2017,3,0,1.15,12,36,17,13,4,0,0,0,0,-4,1,0,0,13,1,0,0
9188,SP1,2017,2,1,4.8,3.62,2.05,-1,-3,1,0,0,0,0,-3,2,1,0,-1,2,0,0
9189,I1,2017,3,4,3.1,3.3,2.78,7,5,-9,0,0,0,0,10,-1,-1,0,5,-1,0,0
9190,I1,2017,3,1,2.1,3.55,4.4,18,5,5,1,0,0,0,-4,-1,-1,0,16,-1,0,0
9191,I1,2017,0,1,3.46,3.25,2.5,-14,-4,3,0,1,0,0,-3,0,0,0,-9,0,1,0
9192,I1,2017,3,2,1.99,3.6,4.75,-10,0,-7,-2,1,0,0,6,0,-1,0,-6,0,1,0
9193,SP1,2017,2,4,1.79,4.4,5.5,11,11,-6,0,0,0,0,5,0,1,0,9,0,0,0
9194,SP1,2017,0,1,1.71,4.3,6.4,-5,4,-9,3,0,-1,0,8,2,0,0,-3,2,-1,0
9195,SP1,2017,0,0,2.35,3.46,3.76,3,11,5,-2,0,0,0,-4,5,1,0,1,5,0,0
9196,SP1,2017,2,2,2.42,3.38,3.62,-2,-1,2,-2,0,0,0,-2,-1,1,0,-2,-1,0,0
9197,D1,2017,6,0,1.1,15.5,34,23,7,0,-1,0,0,0,0,0,0,0,17,0,0,0
9198,F1,2017,2,0,1.9,3.8,5.1,3,-1,5,0,0,0,0,-5,1,-1,0,3,1,0,0
9199,SP1,2017,2,1,1.22,9,18.5,16,5,-4,-2,0,0,0,4,1,1,0,13,1,0,0
9200,SP1,2017,0,2,3.26,3.3,2.65,3,9,0,1,0,0,0,-1,1,-1,0,2,1,0,-1
9201,E0,2017,1,1,2.4,3.38,3.75,14,6,6,1,0,0,0,-6,3,0,0,9,3,0,0
9202,F1,2017,4,2,5.3,3.8,1.83,-17,-8,2,0,0,0,0,-2,3,1,0,-16,3,0,0
9203,SP1,2017,0,0,9.5,4.1,1.55,-4,-7,14,2,0,0,0,-14,-6,0,0,-3,-6,0,0
9204,E0,2017,2,1,1.75,4.2,5.9,4,-2,5,0,0,0,0,-5,2,0,0,1,2,0,0
9205,F1,2017,1,1,2.74,3,3.3,5,-2,1,0,0,0,-1,0,1,0,0,5,1,0,0
9206,SP1,2017,1,0,2.92,3.4,2.8,0,-4,4,0,0,0,0,-4,-1,-1,-1,-3,-1,0,0
9207,E0,2017,0,1,9.8,4.75,1.5,-21,-6,4,-1,0,0,-1,-4,-1,-1,0,-15,-1,0,0
9208,D1,2017,2,0,1.64,4.35,7.6,9,1,-6,0,0,0,0,6,3,2,0,9,3,0,0
9209,I1,2017,0,1,4.6,3.38,2.16,-7,2,10,-1,0,0,0,-10,-2,1,0,-7,-2,0,0
9210,F1,2017,0,2,2.16,3.4,4.4,5,2,1,1,0,0,0,-1,1,-1,0,-2,1,0,0
9211,F1,2017,2,0,2.36,3.16,4.1,12,3,-2,-4,0,0,0,3,2,-1,0,6,2,0,0
9212,I1,2017,4,2,1.67,4.2,7,5,5,-2,0,-1,-1,0,2,-4,0,0,-2,-4,-2,0
9213,D1,2017,1,1,2.5,3.26,3.45,-5,-1,2,0,0,0,0,-2,0,0,0,-1,0,0,0
9214,E0,2017,3,0,1.28,6.7,16.5,16,4,-3,0,0,0,0,3,-1,0,0,12,-1,0,0
9215,D1,2017,2,1,1.35,6.6,11,5,5,-16,-3,0,0,0,16,-2,0,0,4,-2,0,0
9216,E0,2017,1,1,1.52,4.8,7.95,11,0,6,0,0,0,0,-6,2,0,0,6,2,0,0
9217,D1,2017,0,2,3.01,3.5,2.62,1,-1,-1,-1,0,0,0,1,-1,0,0,0,-1,0,0
9218,E0,2017,1,3,6.4,4.25,1.7,4,1,4,5,0,0,0,-4,-1,-2,0,1,-1,0,0
9219,E0,2017,1,1,2.68,3.51,3.06,-2,-1,-7,-2,0,0,0,6,-4,0,0,-4,-4,0,0
9220,F1,2017,1,1,2.2,3.3,4.35,-1,0,-3,-1,0,0,0,3,-2,0,0,0,-2,0,0
9221,E0,2017,1,0,1.75,4.3,5.75,14,7,3,1,0,0,0,-3,2,1,0,13,2,0,1
9222,F1,2017,2,0,2.78,3.1,3.25,-16,-4,0,0,0,0,0,0,1,-2,0,-8,1,0,0
9223,D1,2017,2,1,2.64,3.6,3,1,4,-4,0,0,0,0,4,-1,-1,0,-3,-1,0,0
9224,D1,2017,1,0,3.66,3.63,2.34,0,2,-2,0,0,1,0,1,-5,-2,0,1,-5,1,0
