id_odsp,league,season,fthg,ftag,odd_h,odd_d,odd_a
zFLu89HS/,E0,2012,1,2,4.7,3.85,1.89
MwOIPSNN/,SP1,2012,2,2,1.5,4.5,8.4
p6dVRglo/,I1,2012,2,1,1.69,3.65,7.2
vFINOnwU/,SP1,2012,0,1,27.63,9,1.17
4W2Qkcth/,I1,2012,4,1,1.37,5.17,12.65
AT5YmyB4/,I1,2012,1,1,2.52,3.2,3.4
bg2UlHeb/,I1,2012,2,0,1.9,3.36,5.6
CnLqrAwh/,SP1,2012,0,1,3.95,3.6,2.15
fBAlsUhb/,SP1,2012,2,2,2.1,3.5,4.09
h8HjZydB/,I1,2012,1,1,3.3,3.3,2.54
lzBaXFQN/,I1,2012,0,1,2.06,3.2,4.8
OzW8vSxH/,SP1,2012,2,0,2.96,3.45,2.66
Qu4MjwRo/,I1,2012,1,1,1.78,3.65,5.9
rcA3WZuU/,I1,2012,2,1,2.54,3.25,3.35
tO4kK6oo/,SP1,2012,1,2,2.2,3.45,3.8
tS8du8NA/,SP1,2012,3,0,1.13,10,25.17
Y19htl84/,SP1,2012,3,2,1.85,3.75,5
zX6eYeBH/,I1,2012,1,1,2.88,3.25,2.86
4YqwNa7q/,SP1,2012,1,0,2.08,3.45,4.2
bqHuqjOo/,SP1,2012,3,0,2.54,3.55,3
hhewmeQA/,I1,2012,2,0,1.64,4.08,6.8
bkKh2WJl/,D1,2012,0,1,3.6,3.65,2.25
00LMl81F/,I1,2012,2,3,3.15,3.29,2.6
2NAituEL/,SP1,2012,0,1,13.74,6.55,1.29
6Tn5L8es/,F1,2012,4,2,1.43,4.8,10
ABKINlHF/,E0,2012,3,5,1.7,4.05,6
AFhpr1q9/,SP1,2012,3,1,1.58,4.13,7.6
AP3sFXY7/,F1,2012,2,0,1.8,3.55,6
AsV8LKK9/,D1,2012,3,1,2.09,3.5,4.09
b5S8xlW8/,E0,2012,0,2,3.25,3.42,2.5
CbmoLwxd/,SP1,2012,5,0,1.1,12.95,34
EcAYGg4e/,F1,2012,2,3,5.7,3.6,1.87
EuN4aU37/,D1,2012,2,3,2.31,3.55,3.4
h6z4M053/,D1,2012,4,0,1.17,9.19,23
hWL8blJD/,D1,2012,2,1,2,3.75,4.28
hzANM8WL/,E0,2012,0,1,4.34,3.59,2.06
KET4wUG2/,E0,2012,0,2,3.93,3.5,2.16
ljDAFQOe/,E0,2012,2,2,2.02,3.53,4.4
OSDrOhwq/,E0,2012,3,1,2.1,3.6,4
pn0duaTR/,SP1,2012,2,0,2.14,3.4,4.09
SpGXwHB8/,F1,2012,2,0,1.65,3.8,7
SzP1Hnfq/,E0,2012,3,3,2,3.65,4.2
t0pNT6Pk/,I1,2012,2,1,3.1,3.16,2.75
tE9c1jZf/,D1,2012,1,1,3.86,3.6,2.14
tpCQIFZr/,F1,2012,0,2,4.13,3.45,2.15
tUit3C4r/,D1,2012,1,3,2.88,3.6,2.64
WY4wGDJ1/,F1,2012,3,1,2.46,3.19,3.55
xSwWRpf2/,I1,2012,1,2,2.76,3.25,3.05
z7BUHZlk/,F1,2012,3,1,2.84,3.05,3.05
zqXZLSoS/,E0,2012,3,1,1.18,9.19,22.78
29oJUnAq/,I1,2012,0,3,3.1,3.18,2.72
2gHEEpv2/,E0,2012,3,1,1.42,5.3,9.21
4xhlsLbF/,SP1,2012,2,0,2.29,3.4,3.65
EgjDJnQg/,F1,2012,0,0,4.09,3.22,2.22
fmjMjUW2/,I1,2012,1,1,2.18,3.35,4.11
jDAWzJyq/,SP1,2012,2,1,1.77,3.9,5.5
jknkKci2/,SP1,2012,1,1,3.1,3.35,2.6
K4810Al1/,D1,2012,3,0,2.02,3.65,4.2
KnFzzwik/,SP1,2012,1,0,2.48,3.4,3.23
lYTCKvzG/,D1,2012,1,1,1.99,3.65,4.4
OOZRSQvd/,I1,2012,1,0,2,3.42,4.74
pKo9KSAm/,F1,2012,1,0,2.88,3.05,3
QVYzwyRE/,F1,2012,1,1,2.2,3.16,4.21
viKQmSGL/,I1,2012,4,1,2.21,3.1,4.4
WOgtqsU2/,SP1,2012,3,1,1.39,5.3,10
YDJUnnWR/,I1,2012,1,0,1.76,3.8,5.9
YwkQkln9/,I1,2012,2,0,2.02,3.35,4.9
z1IknFuH/,I1,2012,3,1,2.82,3.2,2.96
6RN5G69k/,E0,2012,1,3,2.04,3.38,4.59
IylsMJMk/,SP1,2012,1,2,1.41,5.09,10
SWfx0bFm/,D1,2012,3,1,2.6,3.7,2.86
0MAc7tND/,D1,2012,5,1,1.33,5.83,12.39
0Y0dTqge/,E0,2012,1,0,1.29,6.2,14
42Hhbxp0/,D1,2012,1,1,1.8,3.8,5.3
4Ic9zS0L/,E0,2012,3,2,1.91,3.75,4.59
6i3mNChk/,E0,2012,0,0,1.31,5.8,14
8b44RNN7/,E0,2012,2,3,8.85,4.82,1.49
8nE55KiQ/,D1,2012,3,2,1.43,5.4,8.4
AuIlaIUg/,D1,2012,1,2,1.75,4.12,5.23
b1A1dGEC/,D1,2012,1,2,2.44,3.47,3.31
bucDZoGR/,E0,2012,0,1,7,4.5,1.57
dKIIofCK/,I1,2012,0,2,3.9,3.6,2.14
EPE160xK/,D1,2012,2,2,1.72,4.09,5.5
ni6xG4PI/,F1,2012,1,1,1.37,4.9,13.21
QRb5y8oF/,E0,2012,3,0,1.39,5.4,11.75
SrwSnGze/,SP1,2012,0,0,2.58,3.4,3.1
t23qYGL1/,SP1,2012,0,0,3.1,3.4,2.59
U750S381/,E0,2012,2,1,2.56,3.3,3.35
WSZvfbrL/,SP1,2012,0,2,3.2,3.56,2.42
zBHMpERQ/,I1,2012,3,1,1.75,3.76,6.05
6HvpGELh/,F1,2012,1,1,2.58,3.24,3.35
Ae0X0v0s/,D1,2012,2,2,2.68,3.45,2.96
AJYrgIcR/,SP1,2012,7,1,1.09,14.3,34
biyxIzit/,F1,2012,2,1,2.4,3.05,4.05
bwEvZd6e/,SP1,2012,0,0,2.12,3.41,4.5
CQJwdKD8/,SP1,2012,2,2,2.27,3.4,3.75
d2DPI6u0/,F1,2012,2,0,2.38,3.2,3.7
dGO9sQgk/,I1,2012,0,1,2.04,3.4,4.59
drkAMGrP/,F1,2012,2,0,1.5,4.3,9.5
EiZ4r6vq/,I1,2012,1,0,2.24,3.2,4.09
EL6ej708/,E0,2012,3,1,2.04,3.61,4.86
f57mXzy8/,SP1,2012,2,2,11.5,5.9,1.36
G4aktYZs/,I1,2012,2,1,1.76,3.7,6.58
GxLdcda6/,D1,2012,1,2,22.08,8.8,1.2
hEztHf6n/,F1,2012,1,1,1.86,3.45,5.5
hU6YGpAC/,F1,2012,3,0,1.98,3.35,5
jHIsevTE/,SP1,2012,3,2,3.4,3.65,2.27
jNFAmGs8/,I1,2012,4,0,1.48,4.5,9.86
ltUlFYza/,F1,2012,2,1,4.16,3.39,2.25
Ms2hUPwk/,E0,2012,1,3,3.52,3.52,2.38
pKmNmdLl/,SP1,2012,0,0,2.06,3.5,4.5
Qs5tFOvP/,F1,2012,2,0,1.51,4.3,9.42
rXQLvOw8/,I1,2012,1,0,1.65,3.82,7.75
SbLAlx6r/,SP1,2012,4,0,2.18,3.45,3.95
vJCmV5Or/,E0,2012,5,0,2.69,3.43,3
vR2UHQf6/,F1,2012,1,1,3.1,3.11,2.76
z7NDtp9e/,I1,2012,1,0,3.5,3.15,2.56
lAuqTi5b/,F1,2012,0,0,3.22,3.1,2.7
S06WDHqm/,D1,2012,0,2,3.05,3.55,2.52
YDmIAAkU/,F1,2012,1,2,1.95,3.42,5.53
2VhabDtK/,I1,2012,0,0,2.12,3.4,5.11
6wQ9wWJ0/,I1,2012,0,0,4.24,3.5,2.14
drXWWIam/,E0,2012,3,1,1.34,5.8,13
dSllVdUa/,E0,2012,2,3,1.9,3.65,4.9
EauvpEKD/,SP1,2012,4,0,1.09,15,51
Ec2SEcUt/,D1,2012,2,2,2.72,3.63,3
EimWVgLu/,F1,2012,1,0,3.35,3.2,2.82
EJRyWxFg/,E0,2012,1,2,5.6,3.95,1.78
hrnzVDzn/,F1,2012,0,2,2.42,3.11,3.55
IiYSXbps/,E0,2012,2,1,1.65,3.99,6.8
jklhUGq6/,E0,2012,0,0,2.5,3.35,3.4
MkrmqGkQ/,SP1,2012,2,3,6,4.3,1.85
MwpEBjzO/,F1,2012,2,1,2.86,3.1,3.54
nHs1SfEI/,E0,2012,2,1,2.08,3.58,4.19
OrnWxESg/,SP1,2012,1,0,2.21,3.5,4.09
OYrlAZrC/,D1,2012,5,0,2.46,3.6,3.15
pr2iMW7e/,E0,2012,0,1,7.8,4.4,1.62
prppBFT5/,D1,2012,4,1,2.63,3.6,3.1
Q7t5RETO/,E0,2012,3,3,2.63,3.48,3
ShEIyAlD/,I1,2012,2,1,1.64,4.09,7.8
UPQeKJ6J/,D1,2012,4,0,1.82,3.84,5.14
vFf9CWKH/,F1,2012,2,0,3.54,3.2,2.52
Wli1Ehj5/,F1,2012,2,2,3.4,3.23,2.54
xh95ezUI/,D1,2012,0,1,1.65,4.3,6
0Oe5DC5B/,F1,2012,2,0,2,3.3,5
8GPaJwMP/,D1,2012,2,0,2.44,3.65,3.1
AJtuUXkh/,F1,2012,0,1,1.32,5.3,15.23
bDM1uhkl/,I1,2012,0,1,2.17,3.25,4.4
GhuuoxLD/,SP1,2012,2,1,2.44,3.4,3.3
GxZZiBJm/,I1,2012,2,2,2.24,3.2,4.09
hzM5vC4f/,I1,2012,1,2,2.16,3.2,4.41
l2FExjZ6/,I1,2012,1,0,1.63,3.95,7
MFZVhi4s/,I1,2012,2,1,1.41,5,10
MN5zDyag/,D1,2012,2,1,1.48,4.9,8.06
ObUEvzbs/,SP1,2012,0,0,2.24,3.4,3.7
OvfeagRD/,I1,2012,3,0,1.42,4.97,10.18
pfr4cXeQ/,I1,2012,2,0,2.92,3.2,2.86
QeAakRFE/,E0,2012,1,2,1.9,3.8,4.7
rXvmSBK4/,F1,2012,2,1,2.22,3.1,4.38
SSrqpdzK/,SP1,2012,3,2,1.61,4.2,6.6
tzPJwfDm/,SP1,2012,0,0,2.34,3.45,3.5
z9tzof57/,SP1,2012,1,2,1.99,3.6,4.5
4hhdTzaC/,E0,2012,2,0,1.48,4.8,8.19
I5ozxYs0/,SP1,2012,1,3,3.62,3.4,2.4
ptkY4l3g/,I1,2012,2,0,2.46,3.45,3.26
UJTRPEra/,D1,2012,0,3,3.85,3.6,2.17
6RcEqxUn/,E0,2012,3,0,1.22,7.4,20.01
84uJRzEn/,D1,2012,1,0,2.06,3.65,4.07
AV0ttVl4/,F1,2012,1,3,3.55,3.19,2.46
bodniVYg/,I1,2012,1,1,3.15,3.2,2.7
d0OYtzE5/,E0,2012,2,1,2.18,3.58,3.75
dpvQNYc5/,D1,2012,2,0,2.93,3.65,2.56
Ei1MsGba/,E0,2012,1,1,1.37,5.2,11.93
EyJwtfTB/,E0,2012,3,1,1.91,3.97,4.59
hSHsuErI/,E0,2012,1,2,1.75,3.98,6.2
Ierh9gbI/,D1,2012,2,0,1.73,4.05,5.5
j7wUMhDB/,D1,2012,3,3,2.96,3.6,2.56
KhAeigSt/,SP1,2012,4,1,1.22,8,17
lzkalTIC/,I1,2012,0,1,3.1,3.3,2.65
M7e8P94N/,F1,2012,2,0,1.51,4.17,9.6
MgMskb6P/,E0,2012,1,1,1.57,4.4,7
nevNQfTh/,D1,2012,1,1,1.79,3.99,5.3
nkHovYcO/,E0,2012,1,3,4.04,3.7,2.2
nL72mmYI/,I1,2012,0,1,2.92,3.25,2.84
O289pIEt/,E0,2012,0,2,3.54,3.46,2.4
OEbUrX4o/,F1,2012,1,2,2.14,3.24,4.5
rHd4QkkH/,F1,2012,2,0,1.75,3.65,6.6
S6eouk4A/,F1,2012,2,0,2.44,3.1,3.7
Wv2xsBZc/,F1,2012,3,1,1.55,4.09,9.19
WY8cBjQP/,I1,2012,2,1,2.9,3.21,2.94
xI2YsiKi/,F1,2012,3,2,1.67,3.81,7.2
xMlmXdjP/,D1,2012,1,1,2.4,3.65,3.2
YeEajDsm/,SP1,2012,1,2,3.45,3.6,2.27
zLYOdF4J/,SP1,2012,1,0,17.7,7.28,1.24
0h7aRVZA/,F1,2012,0,3,3.4,3.16,2.54
2HaT5Umm/,I1,2012,0,1,3.05,3.2,2.78
ARzGliCa/,SP1,2012,2,3,1.78,3.8,5.6
EBXSeZJP/,SP1,2012,4,0,2.21,3.35,4.09
EH6eLjN1/,E0,2012,0,0,2.31,3.43,3.55
EXvqzCCC/,SP1,2012,0,1,1.39,5.28,10.76
fDkek936/,I1,2012,2,0,2.81,3.2,2.96
GMjijkl0/,I1,2012,1,1,1.84,3.55,5.65
GrABOTJT/,F1,2012,1,0,1.74,3.6,7.25
hOwmZVRI/,SP1,2012,0,1,3.2,3.48,2.46
hrAgCWAJ/,I1,2012,4,0,1.35,5.4,12.01
IidwKmSp/,F1,2012,3,0,2.31,3.46,3.6
KU1Irdqg/,E0,2012,1,1,2.76,3.45,2.82
OQ0P6AYt/,I1,2012,2,0,2.62,3.4,3.12
SID3kXdg/,SP1,2012,1,2,1.96,3.51,4.7
vVzFSGbt/,D1,2012,3,2,8.6,5,1.48
W8kvyhc6/,SP1,2012,2,1,1.83,3.75,5.2
Wbnd8DDO/,D1,2012,2,0,2.29,3.67,3.4
S2VKmBR5/,SP1,2012,2,1,1.78,3.79,5.7
2cJEnzcE/,I1,2012,3,3,2.6,3.25,3.2
ImjtItn3/,SP1,2012,4,0,1.07,19,51
hjfJqvXp/,I1,2012,0,2,5.2,3.66,1.87
MgbYX6dp/,F1,2012,1,2,4.2,3.35,2.15
UcxYLCSH/,D1,2012,2,0,1.81,3.92,5.3
0GqXgDcB/,E0,2012,3,0,1.33,5.6,13
0pcxXQBj/,F1,2012,0,0,2.29,3.43,3.8
0WRFeZSb/,E0,2012,0,3,4.3,3.71,2
230aj4m4/,SP1,2012,2,1,1.6,4.23,7
2VO3wEch/,D1,2012,1,1,2.42,3.56,3.25
AB698N9o/,I1,2012,0,1,2.02,3.5,4.59
AFIcv9JG/,F1,2012,2,3,7.4,3.86,1.65
dAHKm2XM/,SP1,2012,1,0,2.9,3.25,2.82
EX2yflJ3/,F1,2012,4,0,2,3.5,4.9
fwcihQIi/,SP1,2012,0,3,13.58,6.25,1.31
fwqygXCH/,E0,2012,0,4,7,4.4,1.57
GCL5xmlT/,F1,2012,2,2,2.56,3.14,3.45
Gnbmg63o/,SP1,2012,5,0,1.09,15,41
h85aKAx8/,E0,2012,4,2,2.12,3.6,4
hIESeAli/,F1,2012,2,1,3.1,3,2.88
K6Zbvfrn/,D1,2012,1,1,2.25,3.8,3.42
lnNByhS4/,D1,2012,2,2,2.7,3.6,2.85
MuTBdFDh/,E0,2012,5,1,1.2,8.19,20
nZWxLWsO/,D1,2012,4,1,1.3,6.5,12.11
pUbM5Lg4/,I1,2012,4,2,1.41,5,10.43
pzzkwhDU/,E0,2012,0,1,6.2,4.09,1.67
reHKfgr5/,E0,2012,1,1,2.34,3.45,3.45
Sz7ug8Y9/,F1,2012,2,0,3.05,3.1,2.88
tMN7xYCb/,D1,2012,2,2,1.65,4.5,6.6
WfpOzCsB/,D1,2012,1,1,4.4,3.7,1.96
0GTSokdI/,SP1,2012,1,0,2.04,3.5,4.3
21Hp48Ia/,I1,2012,1,0,2.9,3.1,2.98
2mIGlrIG/,SP1,2012,3,2,3.25,3.4,2.48
4xI1wTYM/,F1,2012,2,0,1.72,3.65,6.85
63VfuzTu/,D1,2012,2,0,2.08,3.7,4.09
6gUOnVtC/,SP1,2012,1,1,3.2,3.4,2.5
dOGl3SX5/,I1,2012,0,1,2.18,3.2,4.3
E33Q4u9A/,I1,2012,0,0,2.04,3.35,4.75
EFP3byqt/,E0,2012,0,1,1.72,3.9,6.24
GQWk162I/,I1,2012,3,0,2.54,3.4,3.2
Mc6qhSmG/,F1,2012,3,2,1.51,4.3,8.8
OC1eipYc/,SP1,2012,3,1,1.64,4.2,6.5
OEAD7sPi/,I1,2012,2,0,1.3,5.83,17
pSk4kO2A/,SP1,2012,2,1,2.18,3.4,4.09
QPVtKjcU/,D1,2012,3,1,1.48,4.9,8.6
W8DWfU3c/,F1,2012,3,2,1.73,3.55,7
YTsuhiSN/,E0,2012,2,1,2.56,3.4,3.15
zFFh2nmC/,I1,2012,0,0,2.7,3.05,3.3
6w0I61vb/,I1,2012,3,0,1.48,4.5,10
APedUMQp/,SP1,2012,3,0,1.74,3.9,5.9
h6O7cebn/,E0,2012,1,0,3.8,3.55,2.18
6ZyWozj1/,SP1,2012,2,2,2.27,4.2,12
6eaCyqYL/,D1,2012,1,2,3.05,3.65,2.49
0bflT2t8/,E0,2012,2,0,2.83,3.25,2.85
2Z6S5AdN/,E0,2012,1,2,1.71,4.09,5.88
67BCKK8c/,I1,2012,0,1,1.73,3.83,6.2
8j6Dcc1p/,I1,2012,2,0,1.83,3.65,5.6
8Sk78CC4/,E0,2012,4,2,2.29,3.75,3.39
b904Gsdd/,D1,2012,0,0,2.12,3.9,3.71
Cd63w539/,D1,2012,4,0,2.36,3.83,3.15
ELCPfL9E/,F1,2012,2,0,1.91,3.5,5.2
EuaxiBsU/,E0,2012,1,0,1.55,4.4,7.4
EXEKIbwA/,I1,2012,0,2,2.2,3.35,4.18
G47QXc21/,F1,2012,0,0,1.78,3.6,6.4
Glo4nVko/,E0,2012,1,2,2.45,3.45,3.25
KI10HNtj/,D1,2012,0,0,3.2,3.62,2.46
lpzr532c/,SP1,2012,1,3,2.66,3.5,2.96
MoGXhavR/,F1,2012,2,1,1.82,3.55,5.84
nD1bAYsh/,E0,2012,1,0,1.31,5.8,14.05
ns5HdHGj/,I1,2012,2,3,4.5,3.5,2.02
OW97xPIF/,D1,2012,1,0,4,3.75,2.08
Qe2dI3Rq/,D1,2012,4,1,1.62,4.8,5.92
reHTguPK/,F1,2012,0,1,5.3,3.6,1.88
SSh0lJnr/,F1,2012,1,0,2.66,3.2,3.22
U7BUWHH7/,F1,2012,2,2,1.7,3.8,7
Uyi39hcb/,E0,2012,4,1,1.27,6.62,15
vq8euRYd/,D1,2012,0,2,2.54,3.41,3.15
vZSf21nG/,SP1,2012,2,1,3.1,3.65,2.52
zsWw6qmi/,SP1,2012,1,0,3.06,3.45,2.54
zVDLe1f8/,F1,2012,1,1,1.75,3.65,6.5
2uhLz0Ir/,F1,2012,2,1,2.4,3.05,3.8
46uC0uHS/,SP1,2012,1,1,1.93,3.7,5.09
AaOj3sX9/,SP1,2012,4,2,3.2,3.5,2.45
dCQx4aOG/,I1,2012,1,1,2.2,3.2,4.2
dd4PHIhG/,I1,2012,2,1,1.68,3.8,7.6
EJZSZVdH/,D1,2012,1,1,1.32,6,13
ILJms0Aj/,SP1,2012,1,0,1.77,3.8,5.8
IZ6avol3/,D1,2012,1,2,6.6,4.5,1.59
jBJo2wgT/,I1,2012,0,0,2.22,3.26,4
KAHN6jsH/,E0,2012,2,1,1.9,3.63,5
Ms8MYwme/,F1,2012,0,1,2.8,3.1,3.11
Msj71L1M/,SP1,2012,1,1,1.61,4.3,6.6
ri9IZJXl/,F1,2012,2,0,1.34,5.5,13
SGC8L0gi/,I1,2012,1,1,5.2,3.5,1.9
vVKqrtep/,SP1,2012,0,1,2.48,3.45,3.36
vyGs3JwN/,I1,2012,2,2,8.6,4.54,1.51
W8Pn4NH3/,SP1,2012,1,3,1.99,3.5,4.59
x2fB7WRA/,E0,2012,2,1,4.12,3.8,2.04
z1GOnMnT/,SP1,2012,1,1,1.55,4.34,8
0UAGJvO3/,I1,2012,1,1,3.45,3.3,2.45
Y9cfBESo/,E0,2012,2,1,4.2,3.9,3.25
4tSHu4O1/,I1,2012,0,1,3.25,3.39,2.52
4WSnCeEa/,D1,2012,1,1,2.86,3.58,2.7
tdEjWMeq/,D1,2012,3,0,1.15,10.9,24.5
25Tqmj7r/,E0,2012,1,2,2.54,3.45,3.15
2B2aU0Qe/,D1,2012,1,1,1.58,4.59,6.6
Aud2a8Zj/,E0,2012,1,1,1.55,4.3,7.6
CAkpH019/,SP1,2012,1,2,2.62,3.31,3.13
CQHciOX8/,D1,2012,1,1,1.84,3.85,4.96
E1bhSMeE/,E0,2012,0,0,1.8,3.85,5.4
fcB96bgK/,F1,2012,2,1,1.54,4,9.19
GE63TKu2/,D1,2012,1,4,7,4.4,1.56
hrji80wi/,E0,2012,2,0,1.7,4.09,6.01
IDHBAzoj/,I1,2012,2,2,2.02,3.4,4.9
KnDfVtBk/,D1,2012,5,0,2.02,3.8,3.97
KWpseJvj/,SP1,2012,1,2,2.14,3.45,3.97
l4MOz3mS/,D1,2012,0,3,1.62,4.24,6.75
MNs84IxG/,E0,2012,1,1,10.5,5.5,1.38
OYfFre1D/,F1,2012,1,2,3.25,3.24,2.58
p4REWH79/,I1,2012,2,0,1.34,5.47,12.8
prdBqyn7/,F1,2012,1,2,2.1,3.42,4.3
Q9owdaPq/,SP1,2012,2,1,1.49,4.55,9.19
S616pHW0/,F1,2012,1,0,2.16,3.19,4.51
tf757vvE/,F1,2012,2,1,1.51,4.2,9.25
vcixJMWd/,SP1,2012,2,6,6.5,4.3,1.63
vmlfjrmF/,D1,2012,1,0,2.6,3.7,2.84
vVnt1xHs/,F1,2012,2,0,2.52,3.05,3.6
Wlcb0lKp/,E0,2012,1,2,2.59,3.5,3
xM0E5I8Q/,F1,2012,1,1,2.1,3.3,4.5
zkS6BGVq/,I1,2012,2,0,2.34,3.02,4
8xqgFvWL/,SP1,2012,2,0,1.75,4,5.5
bNqofwfd/,SP1,2012,2,1,2.7,3.35,3
E9AW4UBT/,E0,2012,0,2,6.8,3.9,1.65
fg3bnw2l/,F1,2012,1,0,5.7,3.8,1.78
IHPMUexM/,I1,2012,3,3,1.85,3.6,5.6
Iwmbk22L/,D1,2012,1,0,2.06,3.6,4.09
jo65EboS/,SP1,2012,2,1,2.54,3.26,3.35
lG22ocHf/,F1,2012,1,0,1.62,3.91,7.53
lxY5Ywwc/,I1,2012,2,0,1.22,7.4,21.51
MThX9Igq/,SP1,2012,0,0,2.49,3.43,3.2
nenp0dWm/,F1,2012,0,0,2.41,3.3,3.5
OfQIVyNF/,I1,2012,1,3,1.89,3.55,5.09
QDglGKGF/,SP1,2012,0,2,1.64,4.3,6.25
Qela6v83/,E0,2012,0,2,7.4,4.42,1.55
SSW9Xch3/,I1,2012,2,2,2.29,3.25,3.8
v5RyHx8M/,I1,2012,2,0,2.14,3.3,4.34
vah35bN9/,E0,2012,1,0,1.53,4.5,7.58
WGLF9f0d/,I1,2012,2,1,2.02,3.37,4.59
WYle7Khc/,E0,2012,1,0,1.87,3.95,4.59
YutuGdNS/,I1,2012,0,1,5,3.41,1.95
YZIgh4I2/,D1,2012,1,1,2.31,3.6,3.44
2iCUwxV6/,I1,2012,0,2,6.6,3.75,1.7
bq1DeYpJ/,F1,2012,1,3,4.59,3.3,2.1
tIRU09yr/,E0,2012,1,2,2.29,3.6,3.55
tlQ2RJ2b/,I1,2012,0,0,2.6,3.24,3.24
Wbz0q867/,E0,2012,2,2,2.04,3.67,4.09
2cRbSamh/,I1,2012,3,3,2.18,3.25,4.09
6PILub0f/,I1,2012,4,1,1.91,3.42,5.3
8OcdRtBK/,E0,2012,1,0,1.65,4,6.95
AHFxxGaJ/,I1,2012,0,0,1.63,3.9,7.6
CSb1bz10/,F1,2012,4,2,3.4,3.3,2.45
dEBYxdpD/,I1,2012,4,1,1.29,6.21,15.53
dtrmnAMl/,E0,2012,2,3,2.8,3.55,2.78
fXRfTuYo/,I1,2012,2,2,2.34,3.37,3.6
GtTjULIu/,I1,2012,6,1,1.54,4.07,9
I978JywQ/,F1,2012,0,1,3.35,3.16,2.67
IeWepli1/,E0,2012,0,0,8.6,4.3,1.54
Kh29dEVC/,F1,2012,0,0,1.86,3.45,5.58
lKnj8iq8/,E0,2012,1,2,5.8,3.8,1.76
nPcvEF0m/,F1,2012,0,0,1.92,3.35,5.4
O0DQvIF0/,I1,2012,0,2,4.09,3.4,2.16
OCF7QwI4/,I1,2012,0,0,3.45,3.3,2.44
Oxu35kTQ/,E0,2012,2,3,1.99,3.75,4.4
pnta6VDK/,E0,2012,3,0,1.25,6.6,17.28
QV25cfG6/,F1,2012,4,4,1.44,4.59,10.55
SAof7BbE/,E0,2012,0,5,4.7,3.75,1.95
U39daGof/,F1,2012,2,2,1.95,3.35,5.4
UmmqDZFg/,F1,2012,1,0,3.2,3.25,2.6
vJ84KHNJ/,F1,2012,1,0,2.2,3.25,4.09
zkfzFeos/,F1,2012,0,2,1.75,3.78,6.08
zXtioUye/,E0,2012,1,1,2.98,3.4,2.67
40KqI8cQ/,E0,2012,1,1,2.56,3.35,3.2
4dCYcm6f/,E0,2012,0,2,2.92,3.4,2.7
696BDS5s/,E0,2012,0,0,7.2,5,1.52
AwLuJlrK/,E0,2012,0,0,2.1,3.4,4.2
CMFtdRz7/,E0,2012,1,1,1.22,7.4,21.17
jDEpeojD/,E0,2012,5,0,1.23,7.5,17.61
rmBxc7L0/,E0,2012,1,1,1.34,5.7,12.07
dzHyKUSD/,E0,2012,0,2,5.5,4.4,1.7
MXMTbTjl/,E0,2012,1,1,1.24,7.2,17.25
nFd0Q0QQ/,E0,2012,1,1,1.98,3.55,4.55
xflT9p56/,E0,2012,3,1,1.57,4.5,7.2
b9xx8OZI/,E0,2012,1,1,2.84,3.5,2.75
jq1LLKYs/,E0,2012,1,1,6.22,4.09,1.68
jsfSW7CJ/,E0,2012,2,2,1.81,3.8,5.43
KIwY84KC/,E0,2012,2,3,1.15,9.82,24.29
nLN8CnLm/,E0,2012,1,0,1.26,7,15.2
OjpPAQk0/,E0,2012,1,3,1.29,6.4,14.1
UTpLB6zf/,E0,2012,1,1,2.22,3.46,3.75
UXhWVRRP/,E0,2012,1,0,6.2,3.96,1.71
zFVbRozs/,E0,2012,0,1,3,3.42,2.66
OtHpIxY6/,E0,2012,2,1,4.59,3.59,1.98
pzCJYcIm/,E0,2012,1,2,6.8,4.09,1.64
SENyKb3f/,E0,2012,0,2,2.02,3.45,4.75
YeWru0uK/,E0,2012,1,2,2.1,3.5,4.09
YiOXKvll/,E0,2012,1,2,3,3.43,2.8
2XFlHdmD/,E0,2012,3,0,1.93,3.65,4.8
GKLmvKfQ/,E0,2012,1,0,1.31,5.9,13.5
jDCFZw3s/,E0,2012,1,4,2.66,3.4,3.01
f5XvttQD/,E0,2012,3,0,5.5,4,1.77
tIRuJII0/,E0,2012,1,2,1.58,4.38,7.53
0Kiy9x9k/,SP1,2012,1,0,2.12,3.4,4.09
Cv1dMDUe/,I1,2012,5,0,1.54,4.3,8.26
dnop7Gw2/,SP1,2012,0,0,2.29,3.35,3.7
E7czWaG2/,SP1,2012,5,1,1.08,17,34
r943sF6L/,I1,2012,4,0,3.1,3.06,2.8
rmkiSHFR/,SP1,2012,0,0,2.24,3.6,3.55
UqNILewk/,SP1,2012,0,0,2.15,3.45,4
4EclOZaq/,I1,2012,2,0,2.88,3.1,2.98
4I5areiF/,I1,2012,2,0,1.6,4,7.6
Ae6eqyx9/,I1,2012,1,3,3.75,3.36,2.27
AZjqUwoF/,SP1,2012,1,1,16.18,8.19,1.22
bXKLSFiS/,I1,2012,0,2,5.4,3.57,1.85
dh2ipHM2/,I1,2012,0,3,3.15,3.2,2.64
hbdvVJV8/,SP1,2012,2,1,2.62,3.45,3
jVa0LXq2/,I1,2012,0,1,8.4,4.44,1.51
lQkmTc0L/,SP1,2012,2,0,1.81,3.8,5.4
nLXDMyOr/,SP1,2012,2,2,3.54,3.5,2.42
OKL0tZLR/,I1,2012,4,1,1.56,4.09,8.6
r5dhNgFk/,I1,2012,3,0,2.22,3.25,4.09
rqst8dOe/,SP1,2012,0,0,2.84,3.45,2.78
