league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1,num of events type 1 for size 2,num of events type 2 for size 2,num of events type 3 for size 2,num of events type 4 for size 2,num of events type 5 for size 2,num of events type 6 for size 2,num of events type 7 for size 2,num of events type 8 for size 2,num of events type 9 for size 2,num of events type 10 for size 2,num of events type 11 for size 2,num of events type 12 for size 2,num of events type 13 for size 2,num of events type 14 for size 2,num of events type 15 for size 2
E0,2017,0,1,10.07,5.6,1.38,10,2,2,0,0,0,1,3,4,0,0,10,4,0,0,18,6,3,0,0,0,2,2,0,0,0,15,0,0,0
F1,2017,2,1,1.75,3.95,5.8,8,3,8,3,1,0,2,14,5,1,0,6,5,1,0,17,5,14,3,0,0,3,8,2,0,0,12,2,0,0
I1,2017,0,1,2.62,3.25,3.25,6,7,7,1,0,2,3,22,0,0,0,3,0,2,0,13,3,22,4,1,0,3,7,6,0,0,11,6,1,0
F1,2017,2,0,1.96,3.78,5.35,14,7,16,3,0,0,2,13,2,2,0,13,2,0,0,11,7,13,1,0,0,3,16,0,2,0,8,0,0,0
I1,2017,4,3,1.67,4.05,6.5,15,5,10,1,0,0,3,8,0,0,1,7,0,0,0,7,4,8,5,0,0,3,10,2,1,1,5,2,0,0
I1,2017,2,1,2,3.86,4.35,20,3,9,1,0,0,3,17,2,0,0,16,2,0,1,18,10,17,2,0,0,3,9,1,0,0,11,1,0,0
D1,2017,4,0,2.44,3.6,3.2,15,3,11,0,0,0,3,9,2,0,1,8,2,0,0,12,5,9,0,0,0,3,11,1,0,1,12,1,0,0
D1,2017,0,0,1.99,3.95,4.6,19,11,10,0,0,0,3,6,4,0,0,14,4,0,0,8,3,6,0,0,0,3,10,1,1,0,6,1,0,0
I1,2017,2,1,2.5,3.38,3.28,18,6,15,1,0,0,3,12,1,0,0,13,1,0,0,13,8,12,2,0,0,3,15,4,0,0,12,4,0,0
F1,2017,1,1,2.86,3.3,2.95,17,3,4,1,0,0,3,12,1,2,0,12,1,0,0,9,7,12,0,0,0,3,4,4,0,0,7,4,0,0
E0,2017,0,0,2.55,3.44,3.2,9,3,8,1,0,0,3,9,1,1,0,7,1,0,0,11,6,9,0,0,0,3,8,2,0,0,8,2,0,0
I1,2017,1,0,5.8,4,1.75,10,4,11,3,0,0,3,13,0,0,0,7,0,0,0,13,12,13,3,0,0,3,11,3,0,0,8,3,0,0
SP1,2017,0,2,5,3.66,1.91,14,6,7,1,0,0,3,14,0,0,2,10,0,0,0,17,5,13,3,0,0,3,8,4,1,2,12,4,0,0
D1,2017,1,1,1.49,5.55,10,15,5,12,1,0,1,3,21,3,0,0,9,3,1,0,9,0,21,5,0,1,3,13,1,0,1,7,1,1,0
F1,2017,2,0,3.04,3.54,2.6,16,1,13,3,0,0,3,21,2,0,1,8,2,0,0,4,4,21,3,0,1,3,13,4,0,1,4,4,1,0
SP1,2017,0,0,2.12,3.82,4.6,13,8,13,2,0,0,3,21,2,0,0,11,2,0,0,5,4,21,3,0,0,3,13,5,0,0,4,5,0,0
F1,2017,3,1,3.1,3.35,3.02,17,6,13,2,0,0,3,15,4,1,0,13,4,0,0,4,1,15,1,0,0,3,13,3,2,0,3,3,0,0
D1,2017,2,1,2.14,3.8,3.82,14,8,14,2,0,0,3,13,3,1,1,10,3,0,0,13,5,13,3,0,0,3,17,7,1,1,10,7,0,0
E0,2017,3,0,1.6,4.5,7.4,16,8,6,1,0,0,3,10,0,0,0,13,0,0,0,5,5,10,1,0,0,3,6,1,2,0,3,1,0,0
I1,2017,2,1,1.22,7.6,21,15,4,10,1,0,0,3,10,1,1,1,12,1,0,0,8,7,10,2,0,0,3,10,0,0,1,4,0,0,0
SP1,2017,2,3,3.86,3.56,2.25,20,5,17,2,0,0,3,20,2,1,0,12,2,0,0,5,2,20,5,0,0,3,15,5,0,0,2,5,0,0
E0,2017,3,2,1.27,7.4,15,16,5,7,0,0,1,3,10,9,0,0,12,9,1,0,13,6,9,1,0,0,3,7,2,0,0,9,2,0,0
F1,2017,1,2,2.75,2.96,3.4,12,6,7,2,0,0,3,10,0,1,0,9,0,0,0,7,4,10,0,0,0,3,7,2,1,0,6,2,0,0
D1,2017,2,2,14,6.1,1.32,13,2,18,4,1,0,3,10,3,0,0,9,3,1,0,14,6,10,4,0,0,3,18,4,1,0,13,4,0,0
D1,2017,2,1,5.5,4.7,1.74,11,0,8,2,0,0,3,15,2,2,0,8,2,0,0,13,2,13,2,0,0,3,8,2,0,0,11,2,0,0
F1,2017,3,2,2.12,3.45,4.12,11,5,12,1,1,0,2,6,0,1,0,11,0,1,0,12,2,6,0,0,0,3,12,1,0,0,9,1,0,0
E0,2017,1,1,1.54,4.95,7.3,19,13,7,0,0,0,3,7,0,0,2,15,0,0,0,3,1,7,2,0,0,3,7,6,0,2,2,6,0,0
I1,2017,1,1,2.6,3.5,3.06,10,8,9,2,1,0,3,11,2,0,1,8,2,1,0,23,7,11,1,0,0,3,9,1,0,1,18,1,0,1
D1,2017,2,1,1.89,3.65,5.25,15,5,26,3,0,0,3,21,3,0,2,12,3,0,0,9,3,21,3,0,0,3,26,1,1,2,7,1,0,0
E0,2017,1,1,5.75,3.98,1.75,8,5,14,2,0,0,2,9,1,0,0,5,1,0,0,20,8,9,2,0,0,3,14,3,0,0,16,3,0,0
E0,2017,0,1,2.28,3.55,3.9,12,7,12,1,0,0,3,11,1,0,1,8,1,0,0,12,6,11,4,1,0,3,12,1,0,1,12,1,1,0
F1,2017,1,2,2.82,3.14,3.1,15,6,11,4,0,0,3,9,1,1,0,11,1,0,0,5,1,9,4,0,0,3,11,3,0,0,2,3,0,0
E0,2017,2,0,2,3.66,4.65,17,6,9,1,0,0,3,13,2,0,0,13,2,0,0,11,4,13,1,0,0,3,10,2,0,0,8,2,0,0
SP1,2017,1,6,11.1,6.4,1.39,13,2,14,4,0,0,3,8,0,0,0,12,0,0,0,22,5,8,1,0,0,3,14,1,0,0,17,1,0,0
F1,2017,1,0,2.94,3.14,3.1,13,7,11,1,0,0,2,20,2,2,0,8,2,0,0,12,0,19,0,0,0,3,11,3,1,0,9,3,0,0
E0,2017,6,1,1.85,3.85,5.25,22,5,7,0,0,0,3,13,0,1,1,17,0,0,0,11,4,12,3,0,0,3,7,0,0,1,9,0,0,0
SP1,2017,4,0,1.14,11.5,26,25,8,4,1,0,0,3,15,3,0,0,19,3,0,0,7,2,15,2,0,1,3,5,1,0,0,5,1,1,0
D1,2017,1,1,3.75,3.63,2.35,11,6,14,2,0,0,3,16,0,0,0,7,0,0,0,12,4,16,3,0,0,3,14,2,0,0,8,2,0,0
D1,2017,0,0,1.74,4.25,5.44,21,9,10,2,0,0,3,14,5,0,2,12,5,0,0,6,3,14,4,0,1,3,10,2,0,2,4,2,1,0
I1,2017,1,3,2,3.81,4.6,21,9,4,2,0,0,3,15,2,0,0,11,2,0,0,14,1,14,3,0,0,3,5,0,1,0,9,0,0,0
F1,2017,1,2,9.2,4.6,1.49,6,4,14,1,0,0,3,10,3,2,0,4,3,0,0,7,1,10,1,0,0,3,14,7,0,0,3,7,0,0
SP1,2017,7,1,1.13,11.5,39,17,11,14,1,0,0,3,8,4,0,0,13,4,0,0,9,3,8,1,0,0,3,14,0,0,0,3,0,0,0
I1,2017,0,0,1.77,3.86,6.1,17,7,13,3,0,0,3,16,2,1,0,14,2,0,0,13,6,16,3,0,0,3,13,2,1,0,11,2,0,0
E0,2017,0,1,2.34,3.4,3.67,10,4,15,4,0,0,3,9,0,0,0,7,0,0,0,4,6,9,1,0,0,3,15,1,1,0,3,1,0,0
F1,2017,1,0,1.48,5,8.6,16,2,14,1,0,0,3,10,0,0,0,15,0,0,0,11,6,10,2,0,0,3,14,1,0,0,10,1,0,0
I1,2017,1,3,3.3,3.15,2.9,8,7,17,3,0,0,3,13,5,0,0,7,5,0,0,17,2,13,2,0,0,3,17,2,0,0,10,2,0,1
SP1,2017,1,1,3,3.1,3,8,5,13,3,0,1,3,14,5,1,0,6,5,1,0,12,7,14,4,1,0,3,13,1,0,0,10,1,1,0
I1,2017,0,0,1.88,3.65,5.34,8,3,16,1,1,0,3,16,1,1,0,6,1,1,0,2,2,15,4,0,0,3,16,1,1,0,2,1,0,0
D1,2017,2,1,1.65,4.3,6.95,13,7,16,3,0,0,3,18,4,1,3,9,4,0,0,12,7,18,1,0,0,3,17,0,0,2,9,0,0,0
I1,2017,2,1,1.59,4.6,8.5,22,15,9,1,0,0,3,22,1,1,0,14,1,0,0,8,1,22,3,0,0,3,9,4,0,0,6,4,0,0
F1,2017,1,1,1.83,3.66,5.8,17,10,11,1,0,0,3,7,1,0,1,12,1,0,0,11,4,7,4,1,0,3,11,0,0,1,10,0,1,0
D1,2017,0,1,2.48,3.46,3.22,9,7,19,2,0,0,3,18,2,1,1,6,2,0,0,13,4,18,1,0,0,3,20,3,0,1,9,3,0,0
E0,2017,3,1,1.41,5.3,11.35,34,8,10,1,0,0,3,9,0,0,2,26,0,0,0,6,4,9,2,0,0,3,10,1,0,2,4,1,0,0
I1,2017,1,1,1.53,4.5,8.5,27,17,11,4,0,0,3,14,2,1,1,21,2,0,0,10,0,14,3,0,0,3,12,4,0,1,5,4,0,0
SP1,2017,1,2,3.62,3.55,2.3,10,4,21,5,0,0,3,11,2,0,0,9,2,0,0,7,4,11,1,0,0,2,21,0,0,0,5,0,0,0
I1,2017,1,2,1.4,5.7,10.5,17,10,9,1,0,0,3,11,3,0,1,12,3,0,0,12,6,11,5,0,0,3,10,2,0,1,6,2,0,1
SP1,2017,5,0,2.14,3.56,4.9,12,3,18,1,0,0,3,12,3,1,0,8,3,0,1,4,5,12,5,1,0,3,18,4,0,0,3,4,1,0
F1,2017,1,1,2.7,3.25,3.2,16,8,14,1,0,0,2,11,2,0,0,13,2,0,1,7,3,11,2,0,0,3,14,3,0,0,6,3,0,0
SP1,2017,3,2,1.92,3.65,5.05,15,7,15,3,0,0,3,19,4,2,0,13,4,0,0,6,4,19,3,0,0,3,15,3,0,0,6,3,0,0
E0,2017,0,0,2.33,3.45,3.66,9,3,14,0,0,0,3,20,2,0,0,7,2,0,0,7,1,19,4,0,0,2,14,5,0,0,5,5,0,0
SP1,2017,2,3,1.66,4.15,6.5,13,5,15,1,0,0,3,11,2,0,0,10,2,0,0,8,0,11,2,0,0,3,15,4,1,0,6,4,0,0
I1,2017,1,4,4.6,3.64,1.98,16,10,15,4,0,0,3,22,0,0,0,14,0,0,0,15,6,22,2,0,0,3,15,3,1,0,12,3,0,0
SP1,2017,1,2,2.67,3.38,3.15,13,6,20,3,0,1,3,12,1,0,0,7,1,1,0,12,4,12,2,0,0,3,20,3,0,0,7,3,0,0
D1,2017,0,3,2.6,3.5,3.08,3,0,15,1,1,0,3,8,4,1,0,2,4,1,0,14,2,8,4,0,0,3,15,2,1,0,11,2,0,1
F1,2017,6,2,1.68,4.24,6.7,14,6,13,2,0,0,3,8,5,0,2,9,5,0,0,9,2,8,0,0,0,3,13,3,1,2,4,3,0,0
F1,2017,0,0,2.82,3.1,3.2,11,4,13,2,0,0,3,12,2,2,0,11,2,0,0,6,2,12,4,0,0,3,13,1,0,0,3,1,0,0
F1,2017,1,1,1.83,3.55,5.8,12,5,11,1,0,0,3,15,6,0,0,11,6,0,0,11,4,15,3,0,0,2,12,3,1,0,9,3,0,0
I1,2017,1,0,5,3.62,1.95,8,5,17,4,0,0,3,14,2,1,0,6,2,0,0,22,9,12,3,0,0,3,18,6,0,0,20,6,0,0
E0,2017,2,1,1.31,6.1,13,21,3,8,1,0,0,3,12,3,0,0,17,3,0,0,6,2,12,3,0,0,3,9,3,1,0,5,3,0,0
SP1,2017,2,3,8.4,5.95,1.41,7,3,14,5,0,0,3,13,4,0,1,6,4,0,0,15,1,13,4,0,0,2,14,2,0,1,8,2,0,0
F1,2017,2,1,1.95,3.4,5.6,17,7,16,3,0,0,2,19,2,1,0,11,2,0,0,5,4,18,1,0,0,2,16,0,1,0,4,0,0,0
D1,2017,0,3,1.66,4.7,6.5,6,5,6,0,0,1,3,16,2,0,0,5,2,1,0,14,3,15,1,0,0,3,6,4,1,0,10,4,0,0
SP1,2017,3,0,1.69,3.98,6.3,16,4,15,3,0,0,3,19,0,2,0,14,0,0,0,10,2,18,5,0,0,3,15,1,1,0,7,1,0,0
E0,2017,0,0,1.29,6.5,14.5,9,8,6,1,0,0,2,13,5,0,0,5,5,0,0,11,3,13,0,0,0,2,6,2,0,0,5,2,0,0
E0,2017,2,1,6.4,3.85,1.73,9,2,16,2,0,0,3,15,1,0,0,4,1,0,0,20,8,15,3,0,0,3,16,1,0,0,14,1,0,0
E0,2017,0,0,4.5,3.76,2,8,7,9,2,0,0,3,15,1,1,0,7,1,0,0,16,4,15,4,0,0,2,9,3,0,0,14,3,0,0
F1,2017,1,2,2.51,3.2,3.6,9,3,10,1,0,0,3,8,2,2,0,6,2,0,0,7,0,8,3,0,0,3,10,4,0,0,5,4,0,0
SP1,2017,3,3,2.27,3.4,3.95,11,7,9,2,1,0,3,11,1,1,0,10,1,1,0,9,6,11,6,0,0,3,9,3,1,0,7,3,0,1
D1,2017,3,1,4.9,3.9,1.86,9,1,17,0,0,0,3,14,3,0,0,6,3,0,0,9,4,14,2,0,1,3,17,3,0,0,7,3,1,0
F1,2017,1,3,1.51,4.7,8.55,18,9,12,1,0,0,2,18,2,1,1,11,2,0,0,6,5,18,3,0,0,3,12,1,1,1,6,1,0,0
SP1,2017,0,0,2.5,3.4,3.7,12,3,10,4,0,0,3,12,0,0,0,7,0,0,0,3,3,12,1,0,0,3,10,1,0,0,3,1,0,0
E0,2017,0,2,3.19,3.42,2.62,9,5,14,2,0,0,3,7,1,2,0,8,1,0,0,12,7,7,3,0,0,1,14,0,1,0,11,0,0,0
D1,2017,2,1,2.22,3.42,3.88,12,0,7,1,0,0,3,10,0,0,0,9,0,0,0,14,1,10,0,0,0,3,7,2,0,0,7,2,0,0
E0,2017,3,1,2.05,3.45,4.45,17,7,10,0,0,0,3,7,1,0,0,12,1,0,0,23,8,7,0,0,0,3,10,3,1,0,19,3,0,0
I1,2017,2,1,3.2,3.41,2.62,15,5,10,2,0,0,3,13,3,0,1,11,3,0,1,10,6,13,3,0,0,3,12,4,1,1,8,4,0,0
F1,2017,1,0,2.33,3.4,3.64,13,5,7,0,0,0,3,14,5,0,0,10,5,0,0,15,5,14,2,0,0,3,7,4,0,0,13,4,0,0
D1,2017,3,3,6,4.6,1.66,12,2,17,0,0,0,2,11,3,1,0,8,3,0,0,24,8,10,1,0,0,3,18,0,2,0,17,0,0,0
D1,2017,2,0,1.21,8.25,17.53,17,8,4,0,0,0,3,11,1,0,0,13,1,0,0,3,1,11,1,0,0,3,4,1,0,0,3,1,0,0
E0,2017,0,0,2.55,3.35,3.26,11,7,14,2,0,0,1,14,1,1,0,10,1,0,0,10,2,14,1,0,0,2,14,4,2,0,7,4,0,0
E0,2017,1,0,1.7,4.1,6,20,5,10,2,0,0,3,12,3,0,0,17,3,0,0,10,2,12,5,0,0,3,10,1,1,0,7,1,0,0
D1,2017,2,1,2.77,3.3,2.98,13,4,8,2,0,0,3,16,0,0,0,12,0,0,0,10,5,16,1,0,0,3,8,4,0,0,9,4,0,0
I1,2017,1,2,12,5.8,1.36,12,7,19,2,0,0,3,7,1,0,0,9,1,0,0,13,7,7,0,0,1,3,20,1,1,0,8,1,1,0
E0,2017,4,0,2.27,3.4,3.85,14,5,6,3,0,0,3,17,2,1,0,10,2,0,0,16,7,17,2,0,0,3,6,3,0,0,14,3,0,0
I1,2017,2,1,3.4,3.4,2.4,11,4,16,2,0,0,3,10,1,3,1,9,1,0,0,7,0,10,1,0,0,3,16,0,0,1,5,0,0,0
I1,2017,2,2,2.21,3.68,3.7,16,4,10,2,0,0,3,12,1,2,0,13,1,0,0,14,6,12,2,0,0,3,10,2,1,1,13,2,0,0
SP1,2017,4,0,2.24,3.3,4.05,25,5,13,1,0,0,4,15,2,0,1,17,2,0,0,15,8,12,3,0,0,3,13,3,0,1,13,3,0,0
SP1,2017,2,1,1.22,8.2,16.5,24,6,10,2,0,0,2,16,4,0,0,20,4,0,0,10,4,16,3,0,0,3,10,1,1,0,6,1,0,0
D1,2017,3,1,1.63,4.5,6.2,22,7,18,4,0,0,3,10,4,0,0,18,4,0,0,7,6,10,3,0,0,4,19,3,0,0,6,3,0,0
F1,2017,0,2,2.76,3.25,3.02,9,4,6,1,0,0,3,13,4,1,0,3,4,0,0,13,5,13,1,0,0,3,6,2,0,0,8,2,0,0
I1,2017,3,5,3.56,3.5,2.3,10,4,18,2,0,0,3,5,1,0,0,6,1,0,0,16,7,4,2,0,0,3,19,2,1,0,11,2,0,0
SP1,2017,2,1,1.69,4.1,6.2,14,2,16,2,0,0,3,11,6,0,1,8,6,0,0,8,1,10,5,0,0,3,16,3,0,1,8,3,0,0
I1,2017,4,1,1.27,7.5,16,18,4,10,3,0,0,3,14,2,1,0,16,2,0,0,8,4,14,2,0,0,3,10,2,0,0,7,2,0,0
F1,2017,2,4,3.5,3.4,2.39,9,4,14,4,0,0,3,1,3,2,1,5,3,0,0,17,3,1,0,0,0,2,14,1,0,1,13,1,0,0
SP1,2017,4,1,1.8,3.82,5.5,9,4,16,3,0,0,3,13,2,1,0,7,2,0,0,11,4,13,5,0,0,3,16,1,1,1,8,1,0,0
E0,2017,1,1,1.48,4.8,9.2,14,10,11,3,0,0,3,10,1,0,0,12,1,0,0,6,3,10,3,0,0,3,11,4,0,0,3,4,0,0
D1,2017,3,0,2.05,3.86,4.45,11,3,16,2,0,0,3,16,0,0,0,7,0,0,0,10,3,16,3,0,0,3,16,2,0,0,6,2,0,0
I1,2017,0,0,2.68,3.15,3.35,8,6,16,3,0,0,3,28,1,0,0,6,1,0,0,13,3,28,4,1,0,3,16,4,0,0,8,4,1,0
F1,2017,0,0,1.31,6.3,13.5,16,9,4,0,0,0,3,10,3,0,0,15,3,0,0,0,0,10,2,0,0,2,4,2,0,0,0,2,0,0
SP1,2017,1,0,4.15,3.78,2.06,12,4,14,4,0,0,2,11,1,0,0,9,1,0,0,9,5,11,3,1,0,3,15,2,0,0,7,2,1,0
I1,2017,3,1,1.97,3.7,4.5,9,6,11,2,0,0,3,7,1,1,2,4,1,0,0,16,3,7,1,0,0,3,11,2,0,2,12,2,0,0
I1,2017,1,1,2.94,3.18,2.93,14,7,10,0,0,0,3,11,5,0,0,9,5,0,0,8,11,11,1,0,0,3,11,4,2,0,6,4,0,0
I1,2017,3,0,2.96,3.35,2.79,8,5,14,3,0,0,3,9,3,0,0,6,3,0,1,13,4,9,0,0,1,3,15,0,0,0,10,0,1,0
I1,2017,1,3,4.5,3.88,1.92,16,5,10,3,0,0,3,9,0,1,1,8,0,0,0,16,10,9,0,0,0,3,10,4,1,1,8,4,0,0
I1,2017,1,1,2.2,3.3,4.2,11,6,17,0,0,0,3,14,1,1,0,7,1,0,1,8,4,14,4,0,0,3,17,0,0,0,4,0,0,0
I1,2017,4,1,1.22,7.7,19,13,5,6,0,0,0,3,13,6,0,0,11,6,0,0,8,2,13,3,0,0,3,6,1,3,0,7,1,0,0
I1,2017,4,1,1.52,4.8,7.6,19,4,5,2,0,0,3,3,0,0,2,15,0,0,0,16,10,3,3,0,0,3,5,2,2,2,12,2,0,1
I1,2017,2,1,2,3.72,4.46,21,2,14,0,0,0,1,17,2,0,0,18,2,0,0,7,10,17,4,0,0,3,14,2,1,0,4,2,0,0
I1,2017,1,1,1.27,6.8,15,26,14,15,1,0,0,3,15,3,0,0,19,3,0,0,4,1,14,2,0,0,3,15,3,1,0,2,3,0,0
I1,2017,0,1,3.1,3.34,2.84,5,2,17,3,0,0,3,19,2,1,0,5,2,0,0,13,8,19,3,0,0,3,17,0,3,0,12,0,0,0
I1,2017,2,0,1.3,6.8,14.5,36,11,7,1,0,0,3,9,2,0,0,27,2,0,0,8,8,9,2,0,0,3,7,1,0,0,5,1,0,0
I1,2017,1,3,2.95,3.3,2.92,11,3,14,3,1,0,3,15,1,0,0,7,1,1,0,11,4,15,2,0,0,3,14,0,0,0,8,0,0,0
SP1,2017,0,2,2.83,3.2,3,7,1,19,5,0,0,3,14,1,0,0,5,1,0,0,9,4,13,2,0,0,2,19,2,1,0,7,2,0,0
F1,2017,0,1,7.4,4.27,1.62,10,2,19,2,0,0,3,15,2,2,0,8,2,0,0,17,4,15,1,0,0,3,19,3,2,0,10,3,0,0
D1,2017,0,0,2.02,3.6,4.75,7,3,18,1,0,0,2,14,4,0,0,6,4,0,0,6,6,14,2,0,0,2,19,2,1,0,5,2,0,0
E0,2017,1,0,1.78,3.8,5.9,23,7,12,1,0,0,3,8,0,1,0,18,0,0,1,8,2,8,2,0,0,2,12,2,0,0,7,2,0,0
F1,2017,2,0,2.2,3.3,4.33,11,4,16,3,0,0,3,9,1,1,0,8,1,0,0,14,3,9,3,0,0,3,16,1,1,0,12,1,0,0
F1,2017,1,2,2.82,3.4,2.82,12,3,15,2,0,0,3,14,0,0,1,6,0,0,0,7,2,14,3,1,0,3,15,4,2,1,4,4,1,0
SP1,2017,1,4,17,7.75,1.23,8,4,12,5,0,0,3,5,1,1,2,7,1,0,0,15,3,4,1,0,0,3,12,3,1,1,9,3,0,0
SP1,2017,1,0,1.06,26,59,15,8,7,1,0,0,2,14,6,0,0,12,6,0,0,1,1,13,4,0,0,3,7,6,3,0,1,6,0,0
E0,2017,1,4,8.8,5.2,1.46,3,0,8,4,0,0,3,11,6,1,1,1,6,0,0,21,7,11,3,0,0,3,8,1,1,1,15,1,0,0
F1,2017,1,0,2.44,3.2,3.66,13,7,8,1,0,0,3,11,1,1,0,10,1,0,0,14,5,11,3,0,0,3,8,0,1,0,9,0,0,0
D1,2017,0,2,5.9,4.05,1.72,4,2,12,4,0,0,3,15,3,0,0,1,3,0,0,11,6,13,2,0,0,3,12,7,1,0,8,7,0,0
E0,2017,1,1,1.66,4.3,6.2,22,8,10,3,0,0,2,19,2,1,1,16,2,0,0,6,1,19,4,0,0,3,10,1,0,1,5,1,0,0
SP1,2017,4,2,1.26,6.9,17,16,6,9,3,1,0,3,10,1,0,0,11,1,1,0,6,2,10,5,1,0,3,10,0,0,0,4,0,1,0
D1,2017,1,2,2.74,3.62,2.82,6,1,15,1,0,0,3,16,0,0,0,5,0,0,0,18,4,16,3,0,0,3,15,5,1,0,17,5,0,0
E0,2017,2,4,5.15,4.15,1.78,7,3,15,1,0,0,3,5,4,0,0,6,4,0,0,17,3,5,2,0,0,3,15,1,0,0,12,1,0,0
E0,2017,0,4,8,4.8,1.51,9,1,16,4,0,0,3,9,3,1,0,7,3,0,0,21,7,9,3,0,0,3,16,3,1,0,15,3,0,0
I1,2017,0,1,4.1,3.52,2.13,5,2,7,3,0,1,3,17,3,0,1,4,3,1,0,12,5,15,2,0,0,3,7,6,0,1,9,6,0,0
F1,2017,0,0,2.36,3.16,3.81,19,12,11,1,0,0,3,20,3,0,0,11,3,0,0,8,5,19,1,0,0,3,11,1,5,0,8,1,0,0
D1,2017,1,3,2.35,3.7,3.35,14,4,23,1,0,0,3,23,2,1,1,12,2,0,0,13,4,23,3,0,0,3,23,3,0,1,6,3,0,0
F1,2017,2,2,2.15,3.55,4,17,5,13,2,0,0,3,9,4,0,0,15,4,0,0,8,4,9,1,0,0,1,13,2,0,0,5,2,0,0
E0,2017,2,0,2.6,3.2,3.34,11,4,7,2,0,0,3,6,0,0,0,10,0,0,0,18,8,6,1,0,0,3,7,0,1,0,14,0,0,0
E0,2017,0,0,1.27,6.6,17.5,37,18,12,2,1,0,3,7,0,0,0,30,0,1,0,7,1,7,3,0,0,3,12,2,2,0,6,2,0,0
D1,2017,2,0,2.26,3.4,3.9,17,5,13,1,0,0,3,7,3,0,1,12,3,0,0,5,0,7,1,1,0,3,14,2,0,1,1,2,1,0
F1,2017,1,1,2.65,3.25,3.2,8,4,11,0,0,0,3,13,2,0,0,4,2,0,0,13,9,13,4,0,0,3,11,4,2,0,8,4,0,0
I1,2017,2,1,1.83,3.64,5.7,10,3,11,4,0,0,3,10,2,0,0,6,2,0,0,12,4,10,1,0,0,3,11,4,0,0,9,4,0,0
D1,2017,0,0,1.61,4.6,5.99,9,1,14,4,0,0,3,21,3,0,0,7,3,0,0,8,4,21,4,0,0,3,14,6,0,0,8,6,0,0
D1,2017,1,3,18,7.35,1.23,7,4,14,2,0,0,3,5,1,0,0,5,1,0,0,16,10,5,0,0,0,3,14,3,1,0,14,3,0,0
SP1,2017,1,1,4.8,3.94,1.91,9,3,14,6,0,0,3,9,2,0,0,7,2,0,0,20,4,9,2,0,0,2,17,2,0,0,14,2,0,0
D1,2017,1,0,2.11,3.7,4,24,7,10,0,0,0,3,19,4,0,0,16,4,0,0,5,3,19,4,0,0,3,10,5,1,0,4,5,0,0
E0,2017,0,2,3.25,3.5,2.46,10,7,13,0,0,0,3,16,2,0,0,8,2,0,0,13,3,16,0,0,0,3,13,0,0,0,13,0,0,0
I1,2017,3,0,2.38,3.38,3.64,15,3,11,1,0,0,3,14,2,0,0,14,2,0,0,10,3,13,2,0,0,3,12,2,0,0,8,2,0,0
SP1,2017,1,1,1.46,4.85,9.4,18,9,8,2,0,0,3,10,5,1,0,10,5,0,0,7,2,10,1,0,0,3,8,5,1,0,7,5,0,0
E0,2017,2,0,1.91,3.84,4.6,17,8,15,2,0,0,3,10,2,0,0,15,2,0,0,13,8,9,3,0,0,3,15,1,2,0,10,1,0,0
D1,2017,3,0,1.71,4.2,6,17,7,15,3,0,0,3,15,2,1,1,14,2,0,0,10,4,15,1,0,1,3,15,1,1,1,6,1,1,0
I1,2017,1,0,1.42,5.11,10,18,5,9,1,0,0,3,14,3,2,0,14,3,0,0,14,5,14,2,0,0,3,9,4,0,0,11,4,0,0
F1,2017,4,1,2.04,3.4,4.9,12,2,12,1,0,0,3,19,2,0,0,8,2,0,0,16,4,18,3,0,0,3,12,5,0,0,11,5,0,0
SP1,2017,3,3,2.38,3.7,3.3,17,8,12,2,0,0,3,21,2,1,1,13,2,0,0,9,1,21,7,1,0,3,12,3,0,1,7,3,1,0
I1,2017,0,0,6.02,4.35,1.67,8,4,17,6,0,0,3,10,0,0,0,5,0,0,0,23,8,10,3,0,0,3,17,4,2,0,20,4,0,0
I1,2017,2,0,3.7,3.3,2.46,9,4,19,1,0,0,3,20,2,0,1,4,2,0,0,16,5,20,2,0,0,3,19,2,0,1,10,2,0,0
F1,2017,1,0,1.66,4,6.75,10,3,9,0,0,0,3,17,1,0,0,8,1,0,0,8,4,17,3,0,0,3,9,3,0,0,4,3,0,0
SP1,2017,2,1,3.35,3.25,2.68,13,3,15,2,0,0,3,13,1,0,1,6,1,0,0,6,7,13,3,0,0,3,15,4,2,1,2,4,0,0
SP1,2017,0,1,2.28,3.42,3.84,13,8,15,3,0,0,3,15,1,0,0,9,1,0,0,10,3,15,3,0,0,3,15,0,0,0,7,0,0,0
I1,2017,2,1,1.52,4.85,7.5,14,10,17,2,0,0,3,8,2,0,0,9,2,0,0,14,4,8,1,0,0,3,17,1,3,0,11,1,0,0
I1,2017,1,0,3.9,3.7,2.18,9,4,15,1,0,0,2,14,3,0,0,8,3,0,0,14,5,14,3,0,0,2,15,7,0,0,11,7,0,0
F1,2017,0,0,2.26,3.35,3.88,10,3,13,1,0,0,3,8,2,0,0,9,2,0,0,5,0,8,1,0,0,2,13,2,0,0,3,2,0,0
